R_death_2018,Less than a high school diploma 2014-18,Employed_2018,anycondition_prevalence,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Percent of Population Aged 60+,Internal Medicine Primary Care (2019),POP_ESTIMATE_2018,Civilian_labor_force_2018,Family Medicine/General Practice Primary Care (2019),R_birth_2018,Total Specialist Physicians (2019),30-39,60-69,Asian-alone pop,80+,CI90LBINC_2018,anycondition_number,40-49,Obesity_prevalence,Heart disease_prevalence,Some college or associate's degree 2014-18,Median_Household_Income_2018,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),70-79,Active General Surgeons per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),High school diploma only 2014-18,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Two or more races pop,19-Oct,Total nurse practitioners (2019),R_INTERNATIONAL_MIG_2018,COPD_prevalence,diabetes_prevalence,Bachelor's degree or higher 2014-18,N_POP_CHG_2018,Unemployed_2018,50-59,R_NET_MIG_2018,GQ_ESTIMATES_2018,CI90UBINC_2018,R_DOMESTIC_MIG_2018,COPD_number,Population Aged 60+,Total physician assistants (2019),CKD_prevalence,Native American/American Indian-alone pop,Hawaiian/Pacific Islander-alone pop,0-9,Black-alone pop,county_pop2018_18 and older,White-alone pop,Heart disease_number,20-29,diabetes_number,Active Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),CKD_number
8.2,2274,11747,49.6,7.6,18.1,12.69181354,28715,12319,12.20984594,8.8,41.48777124,4006,3298,262,810,51853,11055,3933,38.1,8.2,6898,57613,72.9,1852,8.3,77.3,6629,214.6,646,3769,18.85457262,4,10.1,12.9,3526,621,572,4159,256,212,63373,407,2260,5153,6.336267417,2.9,189,49,3327,1133,22290,26436,1828,3561,2867,230.9,0.674754644,656
11.8,354,2424,47.3,5.8,28.5,4.11079571,5427,2587,2.578671353,11.0,9.10840902,544,803,30,319,47364,2013,631,33.8,9.4,1315,52651,87.2,534,7.0,99.6,1545,240.5,82,680,2.1139653,0,10.4,12.6,680,-30,163,730,338,92,57938,311,441,1581,1.061455073,3.6,13,4,610,48,4260,5250,400,576,536,284.4,0.079651725,154
10.9,480,2848,55.8,6.2,17.2,3.384123927,7303,2968,4.769570635,22.7,10.39085031,781,636,38,247,41231,2604,642,46.4,8.8,1470,45405,80.3,342,6.8,88.2,1272,214.5,210,1373,3.955715328,9,9.7,14.7,646,78,120,756,8,50,49579,305,450,1213,3.111577033,3.8,4277,2,1506,35,4662,2741,410,1020,687,239.2,0.352039737,179
12.4,1447,5466,49.4,6.1,22.6,5.829093562,12318,5703,3.994182029,7.9,14.97437695,1379,1738,147,404,43235,4831,1480,36.8,9.3,2967,48004,71.9,1111,7.0,79.1,3458,202.9,186,1484,5.638225292,14,10.9,16.1,907,23,237,2046,113,132,52773,259,1068,2798,3.895820466,3.9,81,9,1277,2556,9781,9339,912,1399,1572,228.7,0.169790793,381
8.4,1225,2235,48.3,5.4,18.8,3.081847177,8145,2338,2.727690154,12.6,9.619563133,1170,829,54,302,44404,3086,984,37.3,7.4,1711,48529,66.5,528,6.2,72.9,2152,199.9,179,967,2.809418698,3,7.3,12.7,681,-87,103,929,392,1428,52654,543,466,1647,1.658124591,3.1,149,10,992,858,6394,6895,475,1444,812,224.8,0.148416766,198
1.9,459,3487,39.3,8.5,12.2,1.691822228,5723,3615,4.594306233,5.4,6.565511948,968,645,2359,35,76360,1996,1112,30.4,5.3,1309,82633,105.6,129,9.6,112.8,1664,256.7,244,376,3.725113162,21,5.0,11.2,675,-3,128,1100,56,2528,88906,59,254,707,2.685185738,2.3,674,135,364,401,5085,1910,268,994,571,276.9,0.162973701,119
14.2,281,2785,45.3,9.7,28.0,2.418422081,5237,2840,4.044483651,10.1,6.221752533,533,711,54,380,57404,1839,615,35.5,8.4,1298,61634,79.6,394,10.5,87.0,1497,217.1,79,673,3.148771769,17,7.1,11.5,753,-63,55,753,92,155,65864,2,289,1514,1.564050747,3.2,47,1,628,34,4057,5022,340,550,466,237.6,0.268713565,128
13.6,365,2170,45.9,9.4,33.4,1.506106062,4651,2267,2.570012379,8.2,5.043704021,426,936,87,250,38854,1736,501,35.1,10.7,1147,43371,88.0,510,9.8,91.5,1481,236.2,107,525,2.206620509,13,10.3,14.5,492,6,97,684,367,52,47888,368,389,1594,1.711882181,4.1,92,2,434,36,3787,4327,407,385,550,247.1,0.245180057,156
13.0,8046,47727,51.5,7.2,27.4,89.67294664,110683,50087,62.25943597,10.0,231.3295839,11568,15758,857,6788,45763,45947,12678,35.9,8.5,18857,48788,88.2,9902,8.7,100.8,34419,273.3,2049,13695,60.52232511,6,9.1,12.4,17857,-868,2360,15889,157,6355,51813,270,8114,31083,48.9934401,3.4,246,27,11011,6489,89220,101015,7570,13394,11046,320.5,1.719826174,2998
11.8,1406,2647,62.4,6.9,27.6,3.848793268,8233,2838,3.146409551,12.0,10.68229624,866,1287,22,447,25352,3996,798,45.6,12.5,1689,28524,71.2,750,7.6,77.2,2149,196.7,68,998,4.27325537,3,13.4,25.6,589,-85,191,1098,27,45,31696,29,859,2352,0.90113978,5.8,27,0,993,6597,6408,1519,802,996,1641,217.1,0.170121716,369
15.6,2321,8230,49.7,5.4,45.5,8.190259546,21646,8543,7.249058449,8.2,25.56477146,1673,4278,133,2027,50117,9093,1875,33.6,12.1,5695,54019,66.5,3553,6.2,72.9,4295,199.9,293,1887,7.466258702,12,10.6,16.0,4251,441,313,2856,230,137,57921,540,1935,9184,4.406600969,4.4,205,8,1783,265,18288,20742,2211,1714,2918,224.8,0.394429626,800
14.8,1770,2753,54.9,6.1,28.8,3.874705154,8188,2925,2.655005882,8.6,9.953742368,880,1290,26,355,37583,3624,886,38.4,11.0,1441,42054,71.9,903,7.0,79.1,2283,202.9,133,863,3.747831522,42,12.7,19.8,571,-72,172,1300,168,89,46525,311,837,2395,2.589623151,4.7,31,3,849,3319,6605,4676,728,862,1307,228.7,0.112863047,313
10.6,12316,68545,42.8,7.2,24.9,114.4895131,141314,71222,79.48944223,11.2,295.3489589,16725,17618,2201,7450,58512,46767,16615,33.4,7.7,21426,61087,88.2,11698,8.7,100.8,41988,273.3,2291,18198,77.27159411,29,8.3,11.8,19335,1748,2677,18716,240,3671,63662,16,9090,34280,62.55214436,3.1,486,93,17392,5166,109171,131077,8445,16902,12869,320.5,2.195779984,3419
11.3,3598,11258,47.9,6.1,27.5,12.35050437,26099,11681,8.462750185,9.7,31.72724989,2800,3576,281,1306,42642,9888,3081,33.7,10.1,5263,47171,71.9,2671,7.0,79.1,6742,202.9,431,3146,11.94609855,12,11.5,16.2,2785,343,423,3655,290,680,51700,282,2379,7015,8.254344727,4.1,56,9,2851,4995,20628,20327,2092,3013,3335,228.7,0.359747516,849
9.8,7957,39784,44.8,6.2,23.7,50.10007685,102912,41528,39.88184159,13.2,148.4567856,12139,12618,3222,4666,46885,36123,10366,30.5,8.0,24669,50748,78.1,8900,7.1,86.2,17478,223.5,2976,12214,46.75016073,4,8.1,12.2,17352,158,1744,11841,75,5437,54611,26,6551,24450,42.04243838,3.3,670,193,12571,22092,80681,73759,6420,17597,9807,255.0,1.110031376,2660
9.0,9298,73082,37.9,6.2,31.8,79.32216386,188715,75517,86.89433112,10.2,239.4883487,19431,29363,2620,10537,63239,58238,18838,28.4,7.9,38556,65843,72.3,25294,7.0,80.1,29874,205.0,3639,20791,78.72826839,9,7.3,11.0,52480,2223,2435,22135,268,5534,68447,188,11237,56939,38.93727183,3.4,801,261,19320,34379,153692,147015,12183,23006,16977,229.5,2.561174219,5240
13.6,407,2892,42.2,9.7,30.9,2.960569784,6411,2992,4.951152317,9.3,7.616508591,660,1039,44,379,53491,2138,605,33.4,8.5,1767,59161,79.6,634,10.5,87.0,1347,217.1,147,802,3.85464499,13,7.2,11.8,1096,-125,100,868,357,232,64831,387,365,2058,1.914670487,3.3,201,0,733,48,5070,5971,433,691,599,237.6,0.328952198,166
12.4,1834,9026,50.3,6.3,32.9,8.892303484,17830,9367,7.80588505,10.6,24.60036501,1861,2922,158,1018,46141,7271,1736,35.4,9.4,4351,51414,81.7,2088,7.3,90.3,4295,231.8,516,1816,9.373760593,8,9.4,14.9,2676,94,341,2619,174,70,56687,379,1359,5792,4.400099323,3.9,148,17,1856,4665,14467,12326,1357,1914,2161,263.2,0.200956011,559
6.8,761,4832,46.6,6.3,23.6,6.305787918,10137,4973,4.527062646,11.0,17.97753496,1168,1353,37,520,41437,3700,1007,33.9,8.5,1674,45767,79.0,791,7.0,86.6,2530,236.3,219,1424,5.653864423,2,9.6,12.1,1606,15,141,1313,168,718,50097,362,761,2395,1.100327726,3.3,78,10,1215,514,7938,9279,675,1346,958,273.1,0.201864636,259
9.7,12071,30414,51.5,5.4,18.3,32.66228286,86323,32303,28.90882715,13.3,101.9508347,11440,8812,656,2084,49100,32693,11038,40.1,7.8,15267,52577,66.5,4969,6.2,72.9,20993,199.9,1464,12309,29.77500924,25,8.7,13.3,5056,2514,1889,10916,533,5093,56054,539,5539,14641,17.5732706,3.2,1011,92,12696,8615,63455,74485,4975,12059,8443,224.8,1.572962609,2047
9.1,6117,27702,48.5,6.5,20.1,19.0906904,64000,28998,35.78177233,12.5,77.23341601,7692,6744,806,2420,42075,24005,7157,33.9,8.5,11064,45788,75.0,4580,7.0,79.9,14318,188.2,1400,9246,27.71229252,25,9.3,12.5,8860,345,1296,8018,131,3568,49501,135,4591,12757,4.438213898,3.1,608,58,8000,2155,49491,58973,4202,10143,6208,207.6,1.868721641,1553
9.3,7370,52462,49.9,6.5,18.5,32.38198701,108558,54120,60.69371314,13.4,131.0047684,15145,10583,1355,3636,43054,40631,12977,37.9,7.5,19413,45615,75.0,6519,7.0,79.9,23120,188.2,1925,15441,47.00611018,25,8.2,11.5,17809,1521,1658,12273,104,3754,48176,41,6644,19242,7.52818163,2.9,587,61,15150,17630,81468,87000,6085,16834,9386,207.6,3.169760686,2384
12.9,2386,4782,53.9,5.4,22.0,4.242316827,11212,5049,3.754801965,12.7,13.24180993,1326,1093,52,513,31289,4543,1271,41.6,9.8,1942,35156,66.5,989,6.2,72.9,2254,199.9,68,1509,3.867305394,25,7.6,19.6,672,-60,267,1309,276,663,39023,49,640,2513,2.282491457,4.5,99,13,1601,173,8425,10807,822,1601,1653,224.8,0.204303103,383
13.8,1615,4028,57.1,7.6,25.2,4.433184391,10030,4201,4.264835617,11.6,14.4914625,1098,1299,30,467,31946,4381,1173,39.1,12.0,1872,35906,72.9,835,8.3,77.3,2586,214.6,120,1244,6.585804053,0,15.2,16.9,918,-49,173,1449,168,121,39866,34,1168,2518,2.21322522,4.1,29,1,1315,167,7667,9683,922,1150,1299,230.9,0.235688284,314
11.5,1151,2993,51.4,6.2,29.6,4.130218556,8484,3179,3.287833723,8.9,12.23868323,887,1236,47,506,35223,3490,975,34.3,11.1,1827,39502,78.1,932,7.1,86.2,2249,223.5,197,1031,3.854053596,7,12.0,14.8,815,-50,186,1188,5,94,43781,362,815,2550,3.465951951,4.0,679,9,850,42,6790,7510,754,879,1005,255.0,0.091510283,273
10.7,2253,17722,44.1,6.1,22.3,14.24823346,36240,18376,17.99577338,11.3,47.14751823,4266,4621,215,1632,50218,12547,4305,36.4,7.7,7474,53809,74.4,2638,6.5,80.3,10448,212.0,457,4676,18.699791,9,9.5,12.6,4727,1,654,5174,117,1339,57400,126,2710,8144,4.576114508,3.0,205,19,4200,263,28428,35081,2186,4728,3585,230.8,0.714848657,858
11.8,4072,10609,52.8,5.4,22.5,9.617482082,25418,11089,8.512268671,13.9,30.01965079,2857,2992,384,1088,37564,9951,3060,39.0,10.0,4438,41961,66.5,1953,6.2,72.9,5444,199.9,380,3598,8.76731792,1,10.5,15.9,2366,107,480,3213,131,158,46358,104,1984,5778,5.174488748,4.0,260,20,3551,4526,18858,19848,1889,3106,3000,224.8,0.463162351,755
9.2,7114,29421,48.8,6.2,22.4,32.88985922,67560,30642,26.18175935,10.5,97.459387,7829,8712,471,2474,53776,25744,9048,36.1,8.1,14976,57710,78.1,4950,7.1,86.2,13198,223.5,1376,8774,30.69069554,14,8.9,13.7,9526,1527,1221,10100,483,1524,61644,247,4670,14275,27.60015486,3.5,635,53,7710,17584,52764,47441,4283,7963,7238,255.0,0.72871696,1823
11.4,1028,9980,42.6,6.6,29.8,11.33608017,19785,10303,12.36214528,11.3,33.08442932,2200,2966,133,1500,46531,6592,2007,33.6,8.2,4888,50821,96.0,1797,7.4,104.9,5403,265.0,230,2386,10.1548712,12,6.9,11.4,2850,-73,323,2658,64,348,55111,147,1066,5976,6.389106461,3.4,107,23,2302,157,15479,19135,1266,1969,1765,302.7,0.447801612,524
6.3,517,948,57.0,5.4,26.0,0.833933846,2204,979,0.738100565,14.4,2.603010085,233,297,44,134,37452,972,216,44.8,12.0,324,42164,66.5,194,6.2,72.9,598,199.9,72,276,0.760215937,0,10.2,22.0,142,-33,31,300,521,12,46876,526,174,586,0.448680982,5.2,50,1,270,23,1704,2014,205,284,374,224.8,0.040160903,88
11.1,1092,2445,51.7,5.4,28.6,2.290669467,6054,2521,2.027432313,9.3,7.150010461,701,777,33,387,39100,2501,557,37.9,10.5,1104,43827,66.5,661,6.2,72.9,1433,199.9,114,707,2.088179349,35,10.0,15.1,610,22,76,692,218,698,48554,248,485,1673,1.23244767,4.0,85,0,631,240,4836,5582,506,941,732,224.8,0.110314929,192
11.7,1352,5969,54.2,7.6,23.8,5.341036908,12084,6201,5.138212721,11.5,17.45910596,1267,1532,109,573,45708,4993,1490,37.1,9.8,1899,50246,72.9,884,8.3,77.3,3399,214.6,192,1582,7.934482171,75,11.9,14.9,1434,145,232,1786,412,205,54784,182,1098,2857,2.66646197,3.5,26,6,1556,674,9206,11077,904,1414,1372,230.9,0.283953861,319
15.5,617,2139,45.9,7.4,37.0,4.70123311,4434,2296,1.470269814,3.6,11.0969068,359,999,35,282,54590,1772,429,32.2,10.2,1231,59020,94.8,607,10.2,112.9,1007,304.1,68,372,2.861353801,4,11.8,14.4,681,-47,157,745,169,79,63450,181,457,1721,2.017763806,4.0,14,4,267,45,3861,4268,393,374,556,375.1,0.037664319,155
11.4,957,7340,42.7,6.6,28.0,8.737118349,15249,7614,9.527943058,12.2,25.49934105,1694,1953,417,1004,53267,4900,1542,33.7,8.0,3529,56760,96.0,1313,7.4,104.9,4001,265.0,338,2082,7.82671877,9,6.7,11.3,1934,6,274,2052,402,373,60253,369,769,4318,4.924310559,3.3,755,9,2026,136,11471,13594,913,1583,1301,302.7,0.345136557,377
7.6,4384,35216,44.5,6.3,19.0,33.66958326,81352,36546,49.98745597,12.0,106.5411792,12265,8988,1248,2599,64750,27633,10635,35.7,6.2,17068,70807,80.5,5157,6.8,88.0,15510,206.5,2713,10206,45.88004623,11,6.4,11.2,17127,320,1330,10632,21,6504,76864,36,3952,15061,23.24738031,2.7,720,171,10811,7520,62068,68980,3825,10059,6941,227.6,3.883877239,1657
13.0,4081,9797,56.9,6.7,20.4,11.4977499,29125,10307,10.69807603,14.3,32.97191892,3420,3367,129,1128,32765,11970,3385,42.6,9.8,5972,36236,61.2,1939,7.1,65.9,6343,174.8,486,4591,20.34292306,7,11.4,16.5,2285,-268,510,3435,172,390,39707,29,2397,5993,1.043476878,3.9,5007,19,4271,6212,21020,17272,2058,3589,3462,191.3,0.965459915,822
8.8,7872,74179,48.7,7.1,21.0,105.3611021,155782,77307,72.04428509,11.0,303.60949,19557,17746,2700,5586,63881,57634,20747,37.1,7.3,32438,67654,83.7,10957,8.3,93.7,34633,248.6,3383,21595,80.48010316,14,8.3,11.6,28000,1225,3128,21714,228,2891,71427,156,9798,31843,29.79856113,2.8,402,76,19470,13034,118380,136187,8627,18410,13687,292.7,2.585385,3365
7.0,2699,34933,36.7,6.1,17.9,26.34153955,66999,35904,33.26983501,12.7,87.16436462,8786,6983,2049,2042,78152,18062,9319,29.3,5.6,10117,85876,74.4,3908,6.5,80.3,9025,212.0,1089,9748,34.57139341,1,6.6,9.5,20445,1213,971,9158,358,574,93600,218,3260,11259,8.460129578,2.4,188,30,9488,1349,49281,62294,2778,7567,4691,230.8,1.321582372,1186
13.8,2027,5522,53.4,6.5,32.2,5.180139524,17366,5798,9.709160286,10.4,20.95680472,1603,2640,96,1141,33176,7361,1928,39.3,13.3,3734,36032,75.0,2100,7.0,79.9,5176,188.2,349,2064,7.519557373,12,13.7,16.9,1397,166,276,2327,9,189,38888,142,1885,5487,1.204281602,4.5,174,12,1855,159,13794,16576,1831,1708,2328,207.6,0.507065938,616
10.9,4127,9065,59.9,7.4,20.8,13.6830337,25825,9619,9.483139611,12.0,38.53908266,3395,2960,163,836,34987,11972,3208,43.8,9.8,4246,38849,77.8,1893,8.1,85.1,7989,225.8,402,3403,21.92642256,0,12.4,17.0,1570,-283,554,3533,47,1984,42711,374,2480,5499,4.547024303,3.9,204,3,3025,8980,19998,16073,1954,3572,3410,253.1,0.438681036,779
7.9,858,9836,44.6,6.3,25.0,7.853283783,18975,10167,11.65935659,10.5,24.85026644,2147,2607,48,848,63980,6530,2230,35.8,7.5,4121,69246,80.5,1537,6.8,88.0,5350,206.5,379,2555,10.70132114,7,7.7,11.6,2899,-15,331,2985,279,235,74512,110,1124,4716,5.422350296,3.0,190,20,2192,144,14647,18194,1097,1874,1703,227.6,0.905897465,434
9.9,791,6086,47.8,5.4,34.3,4.427719542,11702,6250,3.918898733,8.4,13.82051906,1100,2068,129,538,59194,4572,1346,33.9,9.2,2942,64832,66.5,1340,6.2,72.9,2433,199.9,176,1376,4.03631892,32,8.4,14.0,2297,189,164,1871,480,23,70470,522,802,3806,2.382243581,3.5,151,11,1018,192,9567,11043,876,1045,1335,224.8,0.213231797,338
10.5,3989,30236,37.9,7.4,27.7,68.13819257,64265,31709,21.30962779,8.6,160.8350735,7187,9671,587,3400,53834,19901,7439,29.0,7.9,14250,56694,94.8,6234,10.2,112.9,15212,304.1,1117,6789,41.47156112,2,8.5,11.0,14339,-163,1473,10069,117,641,59554,118,4456,17940,29.24483332,3.1,200,24,6143,868,52522,61469,4124,7333,5801,375.1,0.545894786,1650
14.8,1262,4096,57.7,9.2,28.1,5.253919523,9721,4326,6.680444803,9.1,15.08886929,975,1478,19,527,39382,4487,1179,40.2,11.8,1725,43717,89.4,957,10.5,100.1,3516,231.6,101,1093,5.070893638,7,14.6,16.4,764,-95,230,1500,11,106,48052,11,1136,2814,3.595920329,3.8,18,0,999,43,7778,9540,917,1013,1273,263.4,0.301454399,296
6.4,107,861,45.8,8.3,32.8,1.047041876,1708,898,0.80616926,8.7,2.511433257,190,266,11,135,52525,642,197,33.2,9.8,482,58838,101.0,190,9.2,109.4,408,271.5,43,179,0.856300109,6,9.4,13.0,241,-33,37,249,20,0,65151,504,131,536,0.471963601,3.7,50,1,168,9,1401,1594,137,134,182,303.4,0.02486164,53
15.7,4419,12121,53.2,6.3,32.2,15.2859844,30650,12636,13.41841709,9.7,42.28834478,2969,4930,272,1853,40738,13283,3346,38.4,10.7,6929,44832,81.7,3609,7.3,90.3,7246,231.8,543,3285,16.11361538,9,11.1,17.0,4180,-62,515,4503,163,925,48926,43,2780,9967,7.563827495,4.4,111,30,2977,10614,24969,19080,2663,3178,4236,263.2,0.345445975,1107
14.5,1380,4351,54.0,6.1,26.3,4.849060053,10247,4560,3.322648421,12.4,12.45676576,1086,1189,74,486,31299,4146,1203,38.6,10.3,1975,34984,71.9,924,7.0,79.1,2501,202.9,97,1442,4.690282072,0,11.6,18.9,1085,-57,209,1361,279,134,38669,274,892,2739,3.240824186,4.7,58,6,1348,5263,7674,4749,793,1208,1454,228.7,0.141244216,359
12.8,880,2169,55.7,8.5,8.3,2.454516854,8303,2708,6.665476962,30.1,9.525326875,1005,514,41,91,30532,2734,664,43.1,10.6,760,32728,105.6,197,9.6,112.8,2117,256.7,212,1544,5.40444078,24,14.6,18.2,190,73,539,800,67,9,34924,71,716,674,3.895701062,4.7,7658,1,2114,72,4912,319,522,1374,895,276.9,0.236444284,229
10.3,591,4850,44.9,6.5,29.4,4.258994438,10518,4979,7.201633005,10.1,13.62011758,1127,1485,112,721,49149,3683,1126,35.6,7.8,2604,54433,77.9,860,6.9,84.8,2398,193.1,151,1381,6.405154389,12,7.1,10.8,1612,-70,129,1331,229,439,59717,349,585,3095,2.842662172,3.2,40,2,1251,178,8199,10035,640,1236,885,218.2,0.393240488,258
9.2,14261,140940,44.8,6.7,20.9,231.2678829,291408,147175,88.58181426,9.5,512.5184143,35929,35155,9032,10611,77033,102106,38441,34.7,6.1,55882,81315,87.5,20006,7.6,97.7,65856,271.0,6532,38160,180.4674554,5,6.5,10.1,63633,558,6235,43575,171,4239,85597,128,14891,60833,60.9081751,2.7,810,207,32387,32708,227968,242119,13997,37144,23118,306.5,2.682314908,6062
9.9,21800,144148,45.7,7.1,23.5,209.2998679,309461,152368,143.1159987,10.3,603.120363,35875,40316,4169,13824,56119,110292,38807,35.2,8.4,71981,59265,83.7,24212,8.3,93.7,66521,248.6,9234,40164,159.8737544,56,9.0,13.7,50672,1839,8220,43722,222,8624,62411,158,21680,71677,59.19485259,3.2,1148,230,36047,27922,241295,266758,20163,36494,33089,292.7,5.135868248,7691
10.1,1312,2640,54.2,6.1,21.6,3.145950154,6648,2766,2.155652064,12.5,8.081641337,802,783,24,198,33388,2685,808,39.3,10.9,1258,37593,71.9,519,7.0,79.1,1428,202.9,108,914,3.04293893,42,13.6,18.0,500,-36,126,844,92,126,41798,267,671,1466,2.102566525,4.6,58,7,925,1819,4955,4632,542,855,893,228.7,0.091635752,226
11.1,1770,8778,47.9,6.1,24.1,6.551277982,16663,9038,8.274381123,11.9,21.67823113,1808,2140,64,788,48294,6166,2046,36.9,8.9,2955,53271,74.4,1344,6.5,80.3,5300,212.0,204,2225,8.59808547,12,11.4,13.7,1500,4,260,2424,318,178,58248,357,1463,4040,2.104078257,3.4,59,6,1942,177,12874,16153,1150,1946,1762,230.8,0.328684414,436
9.9,2789,11304,48.9,6.1,19.2,12.91741898,27297,11911,8.851208544,11.6,33.18359861,3129,3256,318,910,41557,10555,2918,37.7,7.8,6183,46525,71.9,1975,7.0,79.1,5059,202.9,529,3991,12.49445006,39,8.8,14.8,3384,416,607,3733,242,1441,51493,298,1890,5201,8.63323683,3.6,138,19,3114,12163,21597,14130,1694,4271,3188,228.7,0.376260697,782
9.9,5765,39232,48.7,6.7,23.6,65.29943682,88028,41369,53.04093162,8.8,178.7962867,9431,12600,596,3248,61987,34019,10845,36.7,8.3,23124,65209,87.6,7141,7.9,97.8,22220,249.7,1286,11113,38.92427657,2,9.6,11.1,11066,-155,2137,14517,117,1618,68431,118,6699,20857,33.31460141,3.1,456,12,9058,1075,69853,84603,5789,10075,7745,287.0,1.268121228,2183
9.8,444,2955,42.4,6.2,26.9,2.645483157,5709,3046,3.728533309,13.6,8.122876137,594,816,17,276,48940,1802,620,37.4,7.7,1238,54635,80.3,496,6.8,88.2,1410,214.5,76,810,3.092315324,49,7.3,11.1,798,-51,91,728,408,70,60330,281,311,1552,2.432424111,3.2,57,11,787,40,4250,5508,328,582,472,239.2,0.275201268,134
8.9,4730,13864,53.2,6.7,19.5,12.5667939,31833,14423,11.69276753,13.8,36.03759982,4103,3393,126,1160,40247,12445,3846,40.8,8.6,6135,44297,61.2,2065,7.1,65.9,6133,174.8,455,4680,22.23437836,6,10.0,13.8,3211,193,559,4201,169,234,48347,19,2345,6065,1.140497835,3.4,193,17,4475,4881,23378,26161,2004,3910,3223,191.3,1.055226969,800
10.1,70084,286603,47.0,6.0,26.0,385.4283812,708009,298759,275.234756,11.3,967.4102784,87852,84657,13737,34449,49812,259132,83677,33.2,9.3,135806,51354,80.1,67138,6.9,86.8,163614,240.7,15877,89949,410.8576793,70,10.0,13.7,92267,22179,12156,85916,248,13542,52896,243,55051,169578,202.5368803,3.7,4725,780,83742,114154,551522,558736,51440,90629,75763,265.2,7.213278026,20347
10.6,11002,51242,50.9,7.4,24.9,51.86677774,97892,53097,35.94669904,10.8,146.0858811,10892,13686,1257,3734,43526,39579,12394,36.8,9.5,20759,47202,77.8,9065,8.1,85.1,24905,225.8,1433,11345,83.11408934,35,11.4,14.2,11714,615,1855,14201,403,980,50878,319,8880,23741,17.23590718,3.5,616,48,10763,1304,77719,93234,7364,11812,11033,253.1,1.662860173,2713
11.7,3637,11418,55.9,7.4,23.2,14.75436358,27847,11981,10.22563364,11.2,41.55654733,3356,3479,90,1159,39309,12028,3467,40.2,9.9,5261,43491,77.8,2322,8.1,85.1,7770,225.8,572,3637,23.64317867,0,12.3,15.1,2666,121,563,3932,282,218,47673,50,2649,6460,4.903039139,3.7,93,5,3302,2185,21503,24902,2136,3193,3255,253.1,0.473028105,796
11.7,243,1737,51.5,9.7,30.6,1.884586693,4081,1794,3.151716208,9.5,4.848381151,408,582,4,329,42194,1629,433,39.9,9.6,1125,47360,79.6,376,10.5,87.0,1066,217.1,48,475,2.453721136,0,8.1,12.4,579,-32,57,540,380,239,52526,270,255,1309,1.218806779,3.6,195,0,513,36,3166,3798,303,425,393,237.6,0.209398521,114
6.3,14675,117099,40.3,6.2,16.3,114.8457802,235908,121250,91.42223926,10.3,340.3115611,26656,22558,7903,5860,77976,69524,37203,32.0,6.2,43240,80428,78.1,13870,7.1,86.2,35959,223.5,4690,40472,107.1666756,6,6.7,10.4,50162,4484,4151,33901,360,2664,82880,282,11535,36152,96.37503453,2.7,1515,172,30167,29128,172613,192500,10713,25221,18026,255.0,2.544555367,4624
12.3,2046,6693,50.7,6.3,26.3,10.426913,16762,6966,7.485708204,12.9,29.72668847,1776,2403,47,824,34813,6485,1822,37.9,10.0,3122,38765,79.0,1481,7.0,86.6,4785,236.3,324,2169,9.348927242,4,12.0,13.8,1406,76,273,2410,163,199,42717,260,1535,4324,1.819442966,3.7,156,12,2118,59,12803,16164,1284,1759,1770,273.1,0.333792544,470
12.4,2035,10651,49.8,6.3,24.3,14.23452155,22883,11048,10.21927341,10.8,40.58201958,2570,3018,85,982,53135,8830,2753,35.7,8.3,4303,58693,79.0,1935,7.0,86.6,7256,236.3,377,2950,12.76288641,7,10.1,12.3,2189,44,397,3423,101,311,64251,133,1791,5551,2.483851175,3.2,145,25,2671,339,17740,21912,1480,2581,2184,273.1,0.455683975,563
7.3,3603,37565,41.5,5.8,16.2,27.44321379,82040,38700,47.02173099,10.3,96.99792472,9376,6961,3792,2621,44222,27454,7313,31.4,6.5,12282,47748,68.5,4471,6.2,73.9,11817,189.1,4573,12308,23.53167157,41,7.0,9.2,16171,173,1135,7296,216,7794,51274,141,4639,13033,26.79822545,2.6,4351,84,8756,3192,66227,66048,4307,22938,6077,206.7,2.600759457,1718
7.4,20860,225695,40.0,6.3,18.1,224.5214365,450189,232342,197.0904983,12.6,621.1336916,68831,46989,33383,14967,74617,140131,54053,31.3,5.6,111724,76520,81.7,27997,7.3,90.3,65338,231.8,18988,53990,236.677729,35,5.9,10.1,107434,227,6647,58031,71,9620,78423,69,20752,81616,111.0979425,2.5,2073,798,55744,91216,350616,303731,19518,69587,35378,263.2,5.073930769,8878
10.5,13451,74218,43.2,7.2,24.9,125.4439317,154835,77064,87.09503508,11.9,323.6081072,18110,19339,1769,8109,56093,52067,19055,32.8,7.8,25413,60744,88.2,13340,8.7,100.8,45685,273.3,3131,19314,84.66498205,13,8.5,11.8,22455,348,2846,21157,274,2613,65395,255,10272,38030,68.53716739,3.2,505,97,18622,6297,120430,143036,9449,17789,14177,320.5,2.405873401,3794
